Record,Institution UKPRN code,Institution name,Main panel name,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Research group code,Research group name
907,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,E,Leeds Applied Nonlinear Dynamics (NonlinearDyn)
908,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,F,Logic
909,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,G,Mathematical Biology and Medicine (MathBioMed)
910,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,H,Modern Applied Statistics (AppStat)
911,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,I,Probability and Financial Mathematics (ProbFin)
912,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,J,Statistical Methodology and Probability (StatProb)
913,10007796,The University of Leicester,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,A,Algebra and Geometry
914,10007796,The University of Leicester,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,B,Data Analytics and Artificial Intelligence
915,10007796,The University of Leicester,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,C,Mathematical Modelling and Numerical Analysis
916,10007151,University of Lincoln,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,1,Charlotte Scott Research Centre for Algebra
917,10006842,The University of Liverpool,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,A,Applied Mathematics
918,10006842,The University of Liverpool,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,B,Financial and Actuarial Mathematics
919,10006842,The University of Liverpool,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,C,Fundamental Particle Physics
920,10006842,The University of Liverpool,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,D,Pure Mathematics
921,10006842,The University of Liverpool,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,E,Stochastics
922,10006842,The University of Liverpool,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,F,String and Beyond the Standard Model Phenomenology
923,10004048,London Metropolitan University,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,1,"Statistics, Operational Research and Mathematics"
924,10007798,The University of Manchester,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,A,Mathematics
925,10007798,The University of Manchester,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,B,Physics & Astro
926,10007154,"University of Nottingham, The","Physical sciences, engineering and mathematics",Mathematical Sciences,,,,A,Algebra and Analysis
927,10007154,"University of Nottingham, The","Physical sciences, engineering and mathematics",Mathematical Sciences,,,,B,Statistics and Probability
928,10007154,"University of Nottingham, The","Physical sciences, engineering and mathematics",Mathematical Sciences,,,,C,Industrial and Applied Mathematics
929,10007154,"University of Nottingham, The","Physical sciences, engineering and mathematics",Mathematical Sciences,,,,D,Mathematical Physics
930,10007154,"University of Nottingham, The","Physical sciences, engineering and mathematics",Mathematical Sciences,,,,E,Mathematical Medicine and Biology
931,10007154,"University of Nottingham, The","Physical sciences, engineering and mathematics",Mathematical Sciences,,,,F,Number Theory and Geometry
932,10007154,"University of Nottingham, The","Physical sciences, engineering and mathematics",Mathematical Sciences,,,,G,Scientific Computation
933,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,A,Algebra
934,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,B,Combinatorics
935,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,C,Data Science
936,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,D,Functional Analysis
937,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,E,Geometry
938,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,F,History of Mathematics
939,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,G,Logic
940,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,H,Mathematical and Computational Finance
941,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,I,Mathematical Biology
942,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,J,Mathematical Physics
943,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,K,Number Theory
944,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,L,Numerical Analysis
945,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,M,Oxford Centre for Industrial and Applied Mathematics
946,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,N,Oxford Centre for Nonlinear PDE
947,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,O,Statistics
948,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,P,Stochastic Analysis
949,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,Q,Topology
950,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,R,Computational statistics and machine learning (CSML)
951,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,S,Econometrics
952,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,T,Probability
953,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,U,Protein Informatics
954,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,V,Statistical Genetics and epidemiology
955,10007155,University of Portsmouth,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,A,Applied Mathematics
956,10007155,University of Portsmouth,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,B,"Logistics, Operational Research, and Analytics"
957,10007793,University of South Wales _ Prifysgol De Cymru,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,A,Mathematical Sciences
958,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,A,Solar and Magnetospheric Theory
959,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,B,Algebra and Combinatorics
960,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,C,Statistical Ecology
961,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,D,Statistical Medicine and Molecular Biology
962,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,E,Vortex Dynamics
963,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,F,Mathematical Biology
964,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,G,History of Mathematics
965,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,H,Analysis
966,10007806,University of Sussex,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,A,Analysis and Partial Differential Equations
967,10007806,University of Sussex,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,B,Mathematics applied to Biology
968,10007806,University of Sussex,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,C,Numerical Analysis and Scientific Computation
969,10007806,University of Sussex,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,D,Probability and Statistics
970,10007855,Swansea University _ Prifysgol Abertawe,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,A,"Algebra, Geometry & Toplogy "
971,10007855,Swansea University _ Prifysgol Abertawe,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,B,Biomathematics
972,10007855,Swansea University _ Prifysgol Abertawe,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,C,Computational Mathematics
973,10007855,Swansea University _ Prifysgol Abertawe,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,D,Analysis and Partial Differential Equations
974,10007855,Swansea University _ Prifysgol Abertawe,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,E,Mathematics Education
975,10007855,Swansea University _ Prifysgol Abertawe,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,P,Probability
976,10007167,University of York,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,A,Algebra
977,10007167,University of York,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,B,Geometry and Analysis
978,10007167,University of York,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,C,Mathematical Biology and Chemistry
979,10007167,University of York,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,D,Mathematical Finance and Stochastic Analysis
980,10007167,University of York,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,E,Mathematical Physics and Quantum Information
981,10007167,University of York,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,F,Number Theory
982,10007167,University of York,"Physical sciences, engineering and mathematics",Mathematical Sciences,,,,G,Statistics and Probability
983,10007759,Aston University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Aston Institute of Urban Technology and the Environment (ASTUTE)
984,10007759,Aston University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Aston Institute of Photonic Technologies (AIPT)
985,10007759,Aston University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Energy & Bioproducts Research Institute (EBRI)
986,10007152,University of Bedfordshire,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,2,IRAC - Institute for Research in Applicable Computing
987,10007760,Birkbeck College,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,1,"Algorithms, Verification and Software"
988,10007760,Birkbeck College,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,2,Experimental Data Science
989,10007760,Birkbeck College,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,3,Knowledge Representation and Data Management
990,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Artificial Intelligence and Autonomy
991,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Cybersecurity and Cryptography
992,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Visual Information Lab
993,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,Fundamentals of Computing
994,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,E,Bristol Interaction Group
995,10000961,Brunel University London,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,1,Artificial Intelligence (AI)
996,10000961,Brunel University London,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,2,"Software, Systems & Security (SSS)"
997,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Algorithms and Complexity
998,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Computer Architecture
999,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,"Graphics, Vision and Imaging Science"
1000,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,Human-Centred Computing
1001,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,E,Machine Learning and Artificial Intelligence
1002,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,F,"Mobile Systems, Robotics and Automation"
1003,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,G,Natural Language Processing
1004,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,H,"Programming Languages, Semantics and Verification"
1005,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,I,Security
1006,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,J,Systems and Networking
1007,10007814,Cardiff University _ Prifysgol Caerdydd,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Artificial intelligence and data analytics
1008,10007814,Cardiff University _ Prifysgol Caerdydd,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,"Cybersecurity, privacy and human centred computing"
1009,10007814,Cardiff University _ Prifysgol Caerdydd,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,V,Visual computing
1010,10007848,University of Chester,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,1,Medical Simulation and Visualization
1011,10007848,University of Chester,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,2,Computational Modelling
1012,10007848,University of Chester,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,3,Cybersecurity
1013,10007848,University of Chester,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,4,User Experience Design
1014,10007143,University of Durham,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Innovative Computing
1015,10007143,University of Durham,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Algorithms and Complexity
1016,10007143,University of Durham,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Centre for Advanced Instrumentation
1017,10007144,University of East London,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,1,Intelligent Systems
1018,10007144,University of East London,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,2,Enterprise Computing
1019,10007144,University of East London,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,3,Secure Software Engineering
1020,10007790,University of Edinburgh,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Computer Systems
1021,10007790,University of Edinburgh,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Data Science and Artificial Intelligence
1022,10007790,University of Edinburgh,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Foundations of Computation
1023,10007790,University of Edinburgh,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,"Language, Interaction and Robotics"
1024,10007791,The University of Essex,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Artificial Intelligence (AI)
1025,10007791,The University of Essex,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Brain Computer Interfaces and Neural Engineering (BCI-NE)
1026,10007791,The University of Essex,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Communications and Networking (Comms)
1027,10007791,The University of Essex,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,Robotics and Embedded Systems (RES)
1028,10007146,University of Greenwich,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,1,Internet of Things and Security
1029,10007146,University of Greenwich,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,2,Centre for Spatial Informatics at Greenwich
1030,10007146,University of Greenwich,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,3,Artificial Intelligence and Data Science
1031,10003678,Kingston University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,1,Digital Information Research Centre
1032,10007768,The University of Lancaster,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Communications
1033,10007768,The University of Lancaster,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Data Science
1034,10007768,The University of Lancaster,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Digital Health
1035,10007768,The University of Lancaster,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,Distributed Systems
1036,10007768,The University of Lancaster,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,E,Interactive Systems
1037,10007768,The University of Lancaster,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,F,Networking
1038,10007768,The University of Lancaster,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,G,Pervasive Systems
1039,10007768,The University of Lancaster,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,H,Software Engineering
1040,10007768,The University of Lancaster,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,I,Security
1041,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,AC (Algorithms and Complexity)
1042,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,AI (Artificial Intelligence)
1043,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,"BMH (Applied Computing in Biology, Medicine and Health)"
1044,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,CSE (Computational Science and Engineering)
1045,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,E,DSS (Distributed Systems and Services)
1046,10007151,University of Lincoln,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,1,Lincoln Centre for Autonomous Systems (L-CAS)
1047,10007151,University of Lincoln,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,2,Laboratory of Vision Engineering (LoVE)
1048,10007151,University of Lincoln,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,3,Interactive Technologies Lab (intLab)
1049,10007151,University of Lincoln,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,4,Machine Learning Group (MLearn)
1050,10007151,University of Lincoln,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,5,Lincoln Agri-Robotics (LAR)
1051,10003956,Liverpool Hope University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,I,Intelligent and Distributed Systems (IDS)
1052,10003956,Liverpool Hope University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,M,Mathematical Sciences Research (MSR)
1053,10003956,Liverpool Hope University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,S,Spatial Computing and Robotics (SC&R)
1054,10004048,London Metropolitan University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,1,Centre for Communications Technology
1055,10004048,London Metropolitan University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,2,Cyber Security Research Centre
1056,10004048,London Metropolitan University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,3,Intelligent Systems Research Centre
1057,10004048,London Metropolitan University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,4,"Media, Culture and Creative Technologies Research Group"
1058,10007798,The University of Manchester,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Computer Science
1059,10007798,The University of Manchester,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,"Info, Imag & DS"
1060,10004180,Manchester Metropolitan University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Data Science
1061,10004180,Manchester Metropolitan University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Human Centred-Computing
1062,10004180,Manchester Metropolitan University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Machine Intelligence
1063,10004180,Manchester Metropolitan University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,Smart Infrastructure
1064,10004351,Middlesex University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,1,Interaction Design
1065,10004351,Middlesex University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,2,Algorithms and Software Engineering
1066,10004351,Middlesex University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,3,Intelligent Environments
1067,10004351,Middlesex University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,4,Networks and Distributed Systems
1068,10004351,Middlesex University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,5,Artificial Intelligence
1069,10007799,University of Newcastle upon Tyne,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Advanced Model-Based Engineering and Reasoning (AMBER)
1070,10007799,University of Newcastle upon Tyne,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Interdisciplinary Computing and Complex Biosystems (ICOS)
1071,10007799,University of Newcastle upon Tyne,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Open Lab
1072,10007799,University of Newcastle upon Tyne,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,Scalable Computing
1073,10007799,University of Newcastle upon Tyne,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,E,Secure and Resilient Systems
1074,10007799,University of Newcastle upon Tyne,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,F,Networked and Ubiquitous Systems Engineering (NUSE)
1075,10001282,University of Northumbria at Newcastle,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Digital Health and Wellbeing (DH&W)
1076,10001282,University of Northumbria at Newcastle,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Northumbria Social Computing (NorSC)
1077,10001282,University of Northumbria at Newcastle,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Digital Learning Laboratory (DLL)
1078,10001282,University of Northumbria at Newcastle,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,Computer Vision and Natural Computing (CVNC)
1079,10001282,University of Northumbria at Newcastle,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,E,Intelligent Systems Research Group (iSRG)
1080,10001282,University of Northumbria at Newcastle,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,F,Cyber Security and Network Systems (CyberNets)
1081,10004797,Nottingham Trent University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Computing and Informatics Research Centre
1082,10004930,Oxford Brookes University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,1,Dependable Systems Engineering Research Centre
1083,10004930,Oxford Brookes University,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,2,Intelligent System Engineering Research Centre
1084,10007155,University of Portsmouth,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Centre for Healthcare Modelling and Informatics
1085,10007155,University of Portsmouth,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Computational Intelligence
1086,10007155,University of Portsmouth,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Cyber Security
1087,10007802,The University of Reading,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,7,ACES
1088,10007802,The University of Reading,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,8,CV
1089,10007802,The University of Reading,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,9,DSAI
1090,10007157,The University of Sheffield,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Algorithms
1091,10007157,The University of Sheffield,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Complex Systems Modelling
1092,10007157,The University of Sheffield,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Machine Learning
1093,10007157,The University of Sheffield,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,Natural Language Processing
1094,10007157,The University of Sheffield,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,E,OAK
1095,10007157,The University of Sheffield,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,F,Security of Advanced Systems
1096,10007157,The University of Sheffield,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,G,Speech and Hearing
1097,10007157,The University of Sheffield,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,H,Testing
1098,10007157,The University of Sheffield,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,I,Verification
1099,10007157,The University of Sheffield,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,J,Visual Computing
1100,10007793,University of South Wales _ Prifysgol De Cymru,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Geographical Information Systems
1101,10007793,University of South Wales _ Prifysgol De Cymru,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Hypermedia
1102,10007793,University of South Wales _ Prifysgol De Cymru,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Cyber Security and Forensics
1103,10007793,University of South Wales _ Prifysgol De Cymru,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,Artificial Intelligence
1104,10007793,University of South Wales _ Prifysgol De Cymru,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,E,Biomedical Computing
1105,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Artificial Intelligence
1106,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Systems
1107,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Health Informatics
1108,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,Programming Languages
1109,10007803,University of St Andrews,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,E,Human-Computer Interaction
1110,10007806,University of Sussex,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,2,Creative Technology Group
1111,10007806,University of Sussex,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,AI Research Group
1112,10007806,University of Sussex,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Foundations of Software Systems
1113,10007807,University of Ulster,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Intelligent Systems Research Centre
1114,10007807,University of Ulster,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Artificial Intelligence Research Centre
1115,10007807,University of Ulster,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Pervasive Computing Research Centre
1116,10007163,The University of Warwick,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Applied Computing
1117,10007163,The University of Warwick,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,D,"Data Science, Systems and Security"
1118,10007163,The University of Warwick,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,I,Artificial Intelligence and Human-Centred Computing
1119,10007163,The University of Warwick,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,T,Theory and Foundations
1120,10006566,The University of West London,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,A,Cybersecurity
1121,10006566,The University of West London,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,B,Intelligent Sensing and Vision
1122,10006566,The University of West London,"Physical sciences, engineering and mathematics",Computer Science and Informatics,,,,C,Socio-technical innovation and user experience
1123,10007849,Abertay University,"Physical sciences, engineering and mathematics",Engineering,,,,A,Engineering
1124,10007849,Abertay University,"Physical sciences, engineering and mathematics",Engineering,,,,B,Forensics
1125,10007849,Abertay University,"Physical sciences, engineering and mathematics",Engineering,,,,C,Cybersecurity
1126,10007849,Abertay University,"Physical sciences, engineering and mathematics",Engineering,,,,D,Modelling & Simulation
1127,10007759,Aston University,"Physical sciences, engineering and mathematics",Engineering,,,,A,Aston Institute of Photonic Technologies (AIPT)
1128,10007759,Aston University,"Physical sciences, engineering and mathematics",Engineering,,,,B,Aston Institute of Urban Technology and the Environment (ASTUTE)
1129,10007759,Aston University,"Physical sciences, engineering and mathematics",Engineering,,,,C,Energy & Bioproducts Research Institute (EBRI)
1130,10007152,University of Bedfordshire,"Physical sciences, engineering and mathematics",Engineering,,,,B,SCRI - Smart Cities Research Institute
1131,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,A,Advanced Composites Collaboration for Innovation & Science ACCIS
1132,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,B,Dynamics and Control
1133,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,C,Earthquake and Geotechnical Engineering
1134,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,D,Engineering Systems and Design
1135,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,E,Fluid and Aerodynamics
1136,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,F,Robotics
1137,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,G,Solid Mechanics
1138,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,H,Ultrasonics and Non-Destructive Testing
